	div	mean.sim.div	Lon	Lat	envir
1042	3.433987204	4.157811689	-51	-18.7	25.28419884
1043	3.433987204	4.135768115	-50	-18.7	25.59291898
1044	3.401197382	4.0485646	-49	-18.7	27.77831893
1045	3.465735903	4.151989513	-48	-18.7	25.12577894
1046	3.465735903	4.119068982	-47	-18.7	25.84912041
1047	3.526360525	4.073445202	-46	-18.7	27.08659234
1048	3.610917913	3.897622634	-45	-18.7	30.93669695
1049	3.610917913	3.812523986	-44	-18.7	32.75913048
1050	3.63758616	3.54307273	-43	-18.7	36.36789093
1051	3.663561646	3.95893047	-42	-18.7	29.98462271
1052	3.688879454	3.995104805	-41	-18.7	29.16073557
1053	3.688879454	3.989198629	-39.9	-18.7	28.9874584
1054	2.708050201	2.5836363	-64	-19.7	40.95826739
1055	2.708050201	2.153460162	-63	-19.7	46.16124687
1056	2.564949357	2.102631885	-62	-19.7	46.49121634
1057	2.302585093	2.011084507	-61	-19.7	45.47418476
1058	2.397895273	2.299017322	-60	-19.7	42.67566351
1059	2.944438979	2.73508887	-59	-19.7	40.309385
1060	3.091042453	2.819882057	-58	-19.7	40.2715508
1061	3.135494216	2.854033146	-57	-19.7	39.69522714
1062	3.33220451	3.202920976	-56	-19.7	37.34104175
1063	3.33220451	3.748977737	-55	-19.7	30.93997937
1064	3.36729583	3.911981438	-54	-19.7	28.89399584
1065	3.433987204	3.842860298	-53	-19.7	30.43345031
1066	3.433987204	3.749547928	-52	-19.7	31.89689086
1067	3.496507561	3.699654125	-51	-19.7	32.66514965
1068	3.496507561	3.878872822	-50	-19.7	30.4061544
1069	3.496507561	3.938970273	-49	-19.7	29.1097717
1070	3.555348061	4.090467597	-48	-19.7	26.39158333
1071	3.555348061	3.944143249	-47	-19.7	29.504353
1072	3.555348061	3.584137444	-46	-19.7	34.70335903
1073	3.583518938	3.731388183	-45	-19.7	32.92877971
1074	3.63758616	3.869053948	-44	-19.7	31.10893757
1075	3.663561646	3.648818761	-43	-19.7	34.4832642
1076	3.663561646	3.750920228	-42	-19.7	32.89094551
1077	3.713572067	3.876009459	-41	-19.7	31.14435314
1078	3.688879454	3.863229566	-40.1	-19.8	30.74441631
1079	2.564949357	1.796547895	-64	-20.7	49.60104912
1080	2.302585093	1.322069468	-63	-20.7	55.52115075
1081	1.945910149	1.06414165	-62	-20.7	56.19145524
1082	1.791759469	1.284979368	-61	-20.7	52.90679047
1083	1.791759469	1.461819628	-60	-20.7	49.31392384
1084	1.791759469	1.594417558	-59	-20.7	46.82688687
1085	2.772588722	2.207560648	-58	-20.7	45.25288062
1086	3.091042453	2.61189085	-57	-20.7	42.18036377
1087	3.17805383	2.824271219	-56	-20.7	40.18206169
1088	3.33220451	3.529454114	-55	-20.7	32.93188937
1089	3.36729583	3.665023839	-54	-20.7	31.71877645
1090	3.36729583	3.439710633	-53	-20.7	34.72098043
1091	3.465735903	3.173822303	-52	-20.7	38.17425788
1092	3.433987204	3.115754071	-51	-20.7	39.4125936
1093	3.401197382	3.441647716	-50	-20.7	35.28555648
1094	3.496507561	3.78053252	-49	-20.7	31.28912509
1095	3.526360525	3.857404057	-48	-20.7	30.05545386
1096	3.555348061	3.618960718	-47	-20.7	33.85511288
1097	3.555348061	3.341769909	-46	-20.7	37.55595381
1098	3.555348061	3.550833381	-45	-20.7	34.69817626
1099	3.688879454	3.751418586	-44	-20.7	32.59017229
1100	3.663561646	3.474097975	-43	-20.7	36.6209827
1101	3.663561646	3.460604601	-42	-20.7	36.48951319
1102	3.688879454	3.694301824	-40.8	-20.8	33.04349161
1103	2.48490665	1.32518654	-64	-21.7	55.79981084
1104	2.197224577	1.000043049	-63	-21.7	62.63190665
1105	1.791759469	0.61889467	-62	-21.7	61.79022534
1106	1.609437912	0.794927106	-61	-21.7	58.49173986
1107	1.791759469	1.049840225	-60	-21.7	55.2742783
1108	2.079441542	1.388896496	-59	-21.7	52.52533884
1109	2.708050201	1.826921615	-58	-21.7	50.3566965
1110	2.833213344	2.135125284	-57	-21.7	46.74258053
1111	3.044522438	2.519757353	-56	-21.7	42.76117916
1112	3.17805383	2.759441122	-55	-21.7	40.7468105
1113	3.33220451	3.052503478	-54	-21.7	37.97904033
1114	3.36729583	3.022589462	-53	-21.7	38.53860638
1115	3.433987204	2.986188948	-52	-21.7	39.89130848
1116	3.465735903	2.867065732	-51	-21.7	42.019698
1117	3.465735903	2.886390057	-50	-21.7	41.71184166
1118	3.496507561	3.310209342	-49	-21.7	36.89083209
1119	3.526360525	3.424179837	-48	-21.7	35.73196546
1120	3.555348061	3.395422154	-47	-21.7	36.37981129
1121	3.555348061	3.198110329	-46	-21.7	38.52772257
1122	3.583518938	3.201123474	-45	-21.7	39.03286956
1123	3.688879454	3.542179881	-44	-21.7	34.91809833
1124	3.688879454	3.405262065	-43	-21.7	36.67782038
1125	3.663561646	3.386984273	-41.8	-21.9	36.76713672
1126	3.663561646	3.758851376	-41.1	-21.6	31.68750709
1127	2.48490665	1.288896516	-65	-22.7	54.90457427
1128	2.48490665	0.796923428	-64	-22.7	66.22079982
1129	2.079441542	0.557273739	-63	-22.7	67.85803582
1130	1.609437912	0.459295035	-62	-22.7	66.81180798
1131	1.609437912	0.549307576	-61	-22.7	63.18024336
1132	1.945910149	0.779607305	-60	-22.7	59.89488756
1133	2.302585093	1.164582082	-59	-22.7	56.96800645
1134	2.63905733	1.498263833	-58	-22.7	54.28851607
1135	2.708050201	1.696253854	-57	-22.7	50.83800277
1136	2.995732274	2.214259047	-56	-22.7	46.10959196
1137	3.17805383	2.362744558	-55	-22.7	45.75422692
1138	3.218875825	2.542348721	-54	-22.7	43.53116553
1139	3.36729583	2.689024696	-53	-22.7	42.39354824
1140	3.33220451	2.716917327	-52	-22.7	42.15894167
1141	3.465735903	2.712185669	-51	-22.7	42.81577097
1142	3.465735903	2.687452901	-50	-22.7	43.92350097
1143	3.465735903	3.143806726	-49	-22.7	37.66531019
1144	3.526360525	3.094522146	-48	-22.7	39.15138216
1145	3.526360525	3.199052522	-47	-22.7	37.64837982
1146	3.583518938	3.027085594	-46	-22.7	40.85150239
1147	3.583518938	3.106134712	-44.7	-22.9	39.6458181
1148	3.663561646	3.356976722	-44	-22.9	36.64171377
1149	3.688879454	3.484293138	-43	-22.8	35.19986808
1150	3.688879454	3.514641452	-42	-22.5	35.09517619
1151	2.48490665	0.913522679	-65	-23.7	61.98907082
1152	2.302585093	0.578773931	-64	-23.7	70.5064296
1153	1.386294361	0.255582016	-63	-23.7	71.520006
1154	1.386294361	0.363312654	-62	-23.7	68.12840348
1155	1.386294361	0.391685136	-61	-23.7	66.37317316
1156	2.079441542	0.778513432	-60	-23.7	63.32518807
1157	2.079441542	0.872499491	-59	-23.7	60.42836701
1158	2.63905733	1.278377185	-58	-23.7	57.32613563
1159	2.772588722	1.528133893	-57	-23.7	54.83598899
1160	2.833213344	1.765780038	-56	-23.7	51.88474888
1161	2.995732274	1.870171854	-55	-23.7	50.49628568
1162	3.091042453	2.037471145	-54	-23.7	49.08501831
1163	3.17805383	2.270923458	-53	-23.7	46.46875769
1164	3.258096538	2.362231795	-52	-23.7	46.50451878
1165	3.401197382	2.558930945	-51	-23.7	44.3351854
1166	3.433987204	2.560658114	-50	-23.7	44.94070531
1167	3.433987204	2.62369702	-49	-23.7	43.59715943
1168	3.526360525	2.819223584	-48	-23.7	42.10348606
1169	3.555348061	3.099038469	-46.8	-23.9	38.63638791
1170	3.555348061	3.03743153	-45.8	-23.7	39.65929329
1171	2.079441542	0.505404742	-65	-24.7	68.48065886
1172	1.791759469	0.250706049	-64	-24.7	73.531265
1173	0.693147181	0.164475602	-63	-24.7	73.74755913
1174	0.693147181	0.12923083	-62	-24.7	70.85643911
1175	0.693147181	0.117482573	-61	-24.7	67.92627558
1176	1.791759469	0.428042909	-60	-24.7	65.63618374
1177	2.079441542	0.688290341	-59	-24.7	63.44542826
1178	2.397895273	0.990482538	-58	-24.7	60.05538057
1179	2.708050201	1.232418473	-57	-24.7	58.83155659
1180	2.772588722	1.41745845	-56	-24.7	56.35177549
1181	2.772588722	1.47290605	-55	-24.7	55.51614074
1182	2.890371758	1.605832278	-54	-24.7	52.9083453
1183	3.044522438	1.920748138	-53	-24.7	50.05557776
1184	3.135494216	2.222888669	-52	-24.7	46.85401001
1185	3.135494216	2.161292303	-51	-24.7	48.1101399
1186	3.33220451	2.337070681	-50	-24.7	47.11988594
1187	3.36729583	2.230603879	-49	-24.7	49.39978501
1188	3.465735903	2.411710086	-47.9	-24.8	47.80746633
1189	1.791759469	0.377057234	-65	-25.7	68.84068838
1190	1.386294361	0.180216505	-64	-25.7	76.16704738
1191	0	0.100858348	-63	-25.7	74.78134832
1192	0	0.077361834	-62	-25.7	72.03189059
1193	0.693147181	0.183096149	-61	-25.7	69.27327664
1194	1.386294361	0.308564013	-60	-25.7	66.85499771
1195	1.791759469	0.500528775	-59	-25.7	64.81281487
1196	2.48490665	0.802009947	-58	-25.7	62.6455546
1197	2.708050201	1.106389891	-57	-25.7	60.57642138
1198	2.708050201	1.217079546	-56	-25.7	59.11678152
1199	2.772588722	1.136070672	-55	-25.7	59.94740626
1200	2.833213344	1.311275891	-54	-25.7	58.75260578
1201	2.944438979	1.548772035	-53	-25.7	55.4755424
1202	3.091042453	1.918418541	-52	-25.7	51.03546618
1203	3.091042453	1.94484292	-51	-25.7	50.86322557
1204	3.135494216	2.031982876	-50	-25.7	50.055405
1205	1.609437912	0.375060911	-66	-26.7	66.56078932
1206	1.609437912	0.260457983	-65	-26.7	76.67979576
1207	0	0.035244772	-64	-26.7	80.31740694
1208	0	0.046993029	-63	-26.7	76.64057949
1209	0	0.058741286	-62	-26.7	74.25184233
1210	0.693147181	0.178220182	-61	-26.7	71.73439979
1211	1.386294361	0.245830081	-60	-26.7	69.6650938
1212	2.079441542	0.414298329	-59	-26.7	68.02371159
1213	2.197224577	0.563935478	-58	-26.7	66.11075241
1214	2.397895273	0.788284494	-57	-26.7	64.1457928
1215	2.564949357	0.972072542	-56	-26.7	62.52237751
1216	2.63905733	0.915308451	-55	-26.7	62.37967867
1217	2.708050201	1.053889241	-54	-26.7	61.20422718
1218	2.708050201	1.245801507	-53	-26.7	57.75371388
1219	3.044522438	1.695257647	-52	-26.7	53.4164292
1220	3.044522438	1.773767544	-51	-26.7	53.42748576
1221	3.091042453	1.819289081	-50	-26.7	52.58753204
1222	3.091042453	1.906565181	-48.8	-26.7	51.09593179
1223	1.609437912	0.117482573	-66	-27.7	84.38190534
1224	1.386294361	0.131227153	-65	-27.7	85.7444547
1225	0	0.070489544	-64	-27.7	84.15040843
1226	0	0.035244772	-63	-27.7	79.73140879
1227	0	0.058741286	-62	-27.7	77.37480477
1228	0.693147181	0.105734316	-61	-27.7	75.74948914
1229	1.386294361	0.245830081	-60	-27.7	72.89464849
1230	2.079441542	0.354444042	-59	-27.7	71.13527196
1231	2.079441542	0.393681459	-58	-27.7	69.1965717
1232	2.197224577	0.449332549	-57	-27.7	67.28516734
1233	2.48490665	0.702245472	-56	-27.7	65.5615519
1234	2.48490665	0.77651711	-55	-27.7	64.28399991
1235	2.564949357	0.797344531	-54	-27.7	63.75242081
1236	2.564949357	1.10289772	-53	-27.7	60.54169684
1237	2.833213344	1.283599446	-52	-27.7	56.69470189
1238	2.944438979	1.613488766	-51	-27.7	53.50315416
1239	2.995732274	1.839105409	-50	-27.7	50.97845574
1240	2.995732274	1.917329862	-48.8	-27.7	49.92393548
1241	0	0.035244772	-66	-28.7	91.4802226
1242	0	0.053865319	-65	-28.7	87.48206361
1243	0	0.065613576	-64	-28.7	84.32316732
1244	0	0.058741286	-63	-28.7	81.26049772
1245	0	0.035244772	-62	-28.7	79.01635974
1246	0.693147181	0.089110091	-61	-28.7	77.3734227
1247	0.693147181	0.138099443	-60	-28.7	74.82332873
1248	1.791759469	0.227209534	-59	-28.7	73.13426507
1249	2.079441542	0.29282311	-58	-28.7	73.68467489
1250	2.197224577	0.363312654	-57	-28.7	71.66598726
1251	2.197224577	0.526904934	-56	-28.7	69.31542981
1252	2.48490665	0.665004377	-55	-28.7	66.05218714
1253	2.564949357	0.805792041	-54	-28.7	62.9312978
1254	2.564949357	1.005531542	-53	-28.7	60.95009886
1255	2.564949357	1.148010353	-52	-28.7	57.32579011
1256	2.890371758	1.555696557	-51	-28.7	52.25272532
1257	2.944438979	1.70411529	-49.8	-28.9	50.2634067
1258	0	0.023496515	-67	-29.7	97.46372674
1259	0	0.011748257	-66	-29.7	94.4020937
1260	0	0.035244772	-65	-29.7	85.97456954
1261	0	0.046993029	-64	-29.7	79.30279398
1262	0	0.065613576	-63	-29.7	81.23838458
1263	0	0.046993029	-62	-29.7	80.14706668
1264	0.693147181	0.077361834	-61	-29.7	78.85189328
1265	0.693147181	0.140979088	-60	-29.7	76.94791756
1266	1.098612289	0.140979088	-59	-29.7	76.16497427
1267	1.386294361	0.220337244	-58	-29.7	76.49235237
1268	1.791759469	0.274202563	-57	-29.7	75.46322766
1269	1.945910149	0.283954498	-56	-29.7	72.48952889
1270	2.197224577	0.554394094	-55	-29.7	68.73495994
1271	2.397895273	0.638628218	-54	-29.7	66.41480805
1272	2.48490665	0.704241794	-53	-29.7	65.07851804
1273	2.48490665	0.901984973	-52	-29.7	61.65167271
1274	2.48490665	1.119044472	-50.9	-30.1	56.21736907
1275	2.63905733	1.376460215	-50.1	-29.7	53.22449407
1276	0	0.046993029	-67	-30.7	97.81287246
1277	0	0.023496515	-66	-30.7	90.92307518
1278	0	0.053865319	-65	-30.7	80.49673067
1279	0	0.035244772	-64	-30.7	76.42532192
1280	0	0.089110091	-63	-30.7	81.22784629
1281	0	0.065613576	-62	-30.7	81.36518961
1282	0.693147181	0.093986058	-61	-30.7	80.07139828
1283	0.693147181	0.077361834	-60	-30.7	77.86267588
1284	1.098612289	0.147851378	-59	-30.7	77.90500181
1285	1.098612289	0.208588987	-58	-30.7	78.34225456
1286	1.098612289	0.1498477	-57	-30.7	78.1584391
1287	1.098612289	0.159599635	-56	-30.7	75.1987338
1288	1.609437912	0.33294385	-55	-30.7	71.72731667
1289	1.609437912	0.33294385	-54	-30.7	68.78609657
1290	1.791759469	0.407426039	-53	-30.7	68.53473239
1291	1.945910149	0.544221057	-51.7	-30.9	64.14631107
1292	0	0.046993029	-67	-31.7	100
1293	0	0.035244772	-66	-31.7	88.87277268
1294	0	0.023496515	-65	-31.7	79.76561505
1295	0	0.046993029	-64	-31.7	80.42037124
1296	0	0.046993029	-63	-31.7	84.57176736
1297	0	0.072485866	-62	-31.7	84.06662036
1298	0.693147181	0.089110091	-61	-31.7	80.89148473
1299	0.693147181	0.112606606	-60	-31.7	79.57920821
1300	1.098612289	0.077361834	-59	-31.7	79.86754279
1301	1.098612289	0.072485866	-58	-31.7	80.17781776
1302	1.098612289	0.124354863	-57	-31.7	80.5508042
1303	1.098612289	0.147851378	-56	-31.7	77.92866977
1304	1.098612289	0.100858348	-55	-31.7	75.08125775
1305	1.098612289	0.185092472	-54	-31.7	71.49875666
1306	1.386294361	0.267330273	-53	-31.7	67.88792311
1307	1.609437912	0.410305683	-51.9	-31.7	65.8229361
1308	0	0.023496515	-67	-32.7	97.03666677
1309	0	0.023496515	-66	-32.7	83.24446081
1310	0	0.070489544	-65	-32.7	83.37834895
1311	0	0.046993029	-64	-32.7	85.30478333
1312	0	0.058741286	-63	-32.7	88.13111876
1313	0	0.023496515	-62	-32.7	85.71508569
1314	0.693147181	0.117482573	-61	-32.7	82.76108144
1315	0.693147181	0.035244772	-60	-32.7	80.5100331
1316	0.693147181	0.093986058	-58.8	-32.9	81.6186269
1317	1.098612289	0.13610312	-57	-32.7	81.72988362
1318	1.098612289	0.107730638	-56	-32.7	79.83800102
1319	1.098612289	0.1498477	-55	-32.7	76.27640375
1320	1.098612289	0.154723668	-54	-32.7	72.77354451
1321	1.098612289	0.274202563	-52.8	-32.8	68.19560669
1322	0	0.023496515	-66	-33.7	95.50360438
1323	0	0.046993029	-65	-33.7	92.57775982
1324	0	0.046993029	-64	-33.7	90.45489859
1325	0	0.070489544	-63	-33.7	90.41585508
1326	0	0.046993029	-62	-33.7	88.21490682
1327	0	0.035244772	-61	-33.7	85.7541292
1328	0.693147181	0.093986058	-60	-33.7	82.36390875
1329	0.693147181	0.100858348	-58.6	-33.8	79.87376211
1330	0.693147181	0.065613576	-58.2	-33.9	80.64288469
1331	0.693147181	0.082237801	-57	-33.7	80.85762399
1332	0.693147181	0.124354863	-56	-33.7	79.46259596
1333	0.693147181	0.058741286	-55	-33.7	74.08547551
1334	0	0.077361834	-53.7	-33.9	70.39880081
1343	0	0.070489544	-57.9	-34.7	80.92499996
1344	0	0.023496515	-57	-34.8	79.1602679
1345	0	0.058741286	-55.9	-34.7	76.03108613
1346	0	0.035244772	-54.9	-34.7	70.13862592
